	id	date	price	bedrooms	bathrooms	sqft_living	sqft_lot	floors	view	condition	grade	sqft_above	zipcode	lat	long	sqft_living15	sqft_lot15	age_of_house	basement_present	renovated	waterfront_present
24	3814700200	20141120T000000	329000	3	2.25	2450	6500	2	0	4	8	2450	98030	47.3739	-122.172	2200	6865	30	0	0	0
25	1202000200	20141103T000000	233000	3	2	1710	4697	1.5	0	5	6	1710	98002	47.3048	-122.218	1030	4705	74	0	0	0
26	1794500383	20140626T000000	937000	3	1.75	2450	2691	2	0	3	8	1750	98119	47.6386	-122.36	1760	3573	100	1	0	0
27	3303700376	20141201T000000	667000	3	1	1400	1581	1.5	0	5	8	1400	98112	47.6221	-122.314	1860	3861	106	0	0	0
28	5101402488	20140624T000000	438000	3	1.75	1520	6380	1	0	3	7	790	98115	47.695	-122.304	1520	6235	67	1	0	0
29	1873100390	20150302T000000	719000	4	2.5	2570	7173	2	0	3	8	2570	98052	47.7073	-122.11	2630	6026	10	0	0	0
30	8562750320	20141110T000000	580500	3	2.5	2320	3980	2	0	3	8	2320	98027	47.5391	-122.07	2580	3980	12	0	0	0
31	2426039314	20141201T000000	280000	2	1.5	1190	1265	3	0	3	7	1190	98133	47.7274	-122.357	1390	1756	10	0	0	0
32	461000390	20140624T000000	687500	4	1.75	2330	5000	1.5	0	4	7	1510	98117	47.6823	-122.368	1460	5000	86	1	0	0
33	7589200193	20141110T000000	535000	3	1	1090	3000	1.5	0	4	8	1090	98117	47.6889	-122.375	1570	5080	86	0	0	0
34	7955080270	20141203T000000	322500	4	2.75	2060	6659	1	0	3	7	1280	98058	47.4276	-122.157	2020	8720	34	1	0	0
35	9547205180	20140613T000000	696000	3	2.5	2300	3060	1.5	0	3	8	1510	98115	47.6827	-122.31	1590	3264	85	1	1	0
36	9435300030	20140528T000000	550000	4	1	1660	34848	1	0	1	5	930	98052	47.6621	-122.132	2160	11467	82	1	0	0
37	2768000400	20141230T000000	640000	4	2	2360	6000	2	0	4	8	2360	98107	47.6702	-122.362	1730	4700	111	0	0	0
38	7895500070	20150213T000000	240000	4	1	1220	8075	1	0	2	7	890	98001	47.3341	-122.282	1290	7800	46	1	0	0
39	2078500320	20140620T000000	605000	4	2.5	2620	7553	2	0	3	8	2620	98056	47.5301	-122.18	2620	11884	19	0	0	0
40	5547700270	20140715T000000	625000	4	2.5	2570	5520	2	0	3	9	2570	98074	47.6145	-122.027	2470	5669	15	0	0	0
41	7766200013	20140811T000000	775000	4	2.25	4220	24186	1	0	3	8	2600	98166	47.445	-122.347	2410	30617	31	1	0	0
42	7203220400	20140707T000000	861990	5	2.75	3595	5639	2	0	3	9	3595	98053	47.6848	-122.016	3625	5639	1	0	0	0
43	9270200160	20141028T000000	685000	3	1	1570	2280	2	0	3	7	1570	98119	47.6413	-122.364	1580	2640	93	0	0	0
44	1432701230	20140729T000000	309000	3	1	1280	9656	1	0	4	6	920	98058	47.4485	-122.175	1340	8808	56	1	0	0
45	8035350320	20140718T000000	488000	3	2.5	3160	13603	2	0	3	8	3160	98019	47.7443	-121.977	3050	9232	12	0	0	0
46	8945200830	20150325T000000	210490	3	1	990	8528	1	0	3	6	990	98023	47.3066	-122.371	1228	8840	49	0	0	0
47	4178300310	20140716T000000	785000	4	2.5	2290	13416	2	0	4	9	2290	98007	47.6194	-122.151	2680	13685	34	0	0	0
48	9215400105	20150428T000000	450000	3	1.75	1250	5963	1	0	4	7	1250	98115	47.6796	-122.301	970	5100	62	0	0	0
49	822039084	20150311T000000	1350000	3	2.5	2753	65005	1	2	5	9	2165	98070	47.4041	-122.451	2680	72513	62	1	0	1
50	5245600105	20140916T000000	228000	3	1	1190	9199	1	0	3	7	1190	98148	47.4258	-122.322	1190	9364	60	0	0	0
51	7231300125	20150217T000000	345000	5	2.5	3150	9134	1	0	4	8	1640	98056	47.4934	-122.189	1990	9133	49	1	0	0
52	7518505990	20141231T000000	600000	3	1.75	1410	4080	1	0	4	7	1000	98117	47.6808	-122.384	1410	4080	65	1	0	0
53	3626039271	20150205T000000	585000	2	1.75	1980	8550	1	0	3	7	990	98117	47.6989	-122.369	1480	6738	34	1	0	0
54	4217401195	20150303T000000	920000	5	2.25	2730	6000	1.5	0	3	8	2130	98105	47.6571	-122.281	2730	6000	88	1	0	0
55	9822700295	20140512T000000	885000	4	2.5	2830	5000	2	0	3	9	2830	98105	47.6597	-122.29	1950	5000	20	0	0	0
56	9478500640	20140819T000000	292500	4	2.5	2250	4495	2	0	3	7	2250	98042	47.3663	-122.114	2250	4500	7	0	0	0
57	2799800710	20150407T000000	301000	3	2.5	2420	4750	2	0	3	8	2420	98042	47.3663	-122.122	2690	4750	12	0	0	0
58	7922800400	20140827T000000	951000	5	3.25	3250	14342	2	4	4	8	3250	98008	47.588	-122.116	2960	11044	47	0	0	0
59	8079040320	20150223T000000	430000	4	3	1850	9976	2	0	3	8	1850	98059	47.5059	-122.149	2270	8542	24	0	0	0
60	1516000055	20141210T000000	650000	3	2.25	2150	21235	1	3	4	8	1590	98166	47.4336	-122.339	2570	18900	56	1	0	0
61	9558200045	20140828T000000	289000	3	1.75	1260	8400	1	0	3	7	1260	98148	47.4366	-122.335	1290	8750	61	0	0	0
62	5072410070	20141021T000000	505000	3	1.75	2519	8690	2	0	5	8	2519	98166	47.4428	-122.344	2500	9500	42	0	0	0
63	9528102996	20141207T000000	549000	3	1.75	1540	1044	3	0	3	8	1540	98115	47.6765	-122.32	1580	3090	1	0	0	0
64	1189001180	20140603T000000	425000	3	2.25	1660	6000	1	0	3	7	1110	98122	47.6113	-122.297	1440	4080	36	1	0	0
65	3253500160	20141120T000000	317625	3	2.75	2770	3809	1.5	0	5	7	1770	98144	47.5747	-122.304	1440	4000	90	1	0	0
66	3394100030	20140909T000000	975000	4	2.5	2720	11049	2	0	3	10	2720	98004	47.5815	-122.192	2750	11049	26	0	0	0
67	3717000160	20141009T000000	287000	4	2.5	2240	4648	2	0	3	7	2240	98001	47.3378	-122.257	2221	4557	10	0	0	0
68	1274500060	20140825T000000	204000	3	1	1000	12070	1	0	4	7	1000	98042	47.3621	-122.11	1010	12635	47	0	0	0
69	1802000060	20140612T000000	1325000	5	2.25	3200	20158	1	0	3	8	1600	98004	47.6303	-122.215	3390	20158	50	1	0	0
70	1525059190	20140912T000000	1040000	5	3.25	4770	50094	1	0	4	11	3070	98005	47.6525	-122.16	3530	38917	42	1	0	0
71	1049000060	20150105T000000	325000	3	2	1260	5612	1	0	4	7	1260	98034	47.7362	-122.179	1640	4745	43	0	0	0
72	8820901275	20140610T000000	571000	4	2	2750	7807	1.5	0	5	7	2250	98125	47.7168	-122.287	1510	7807	99	1	0	0
73	5416510140	20140710T000000	360000	4	2.5	2380	5000	2	0	3	8	2380	98038	47.3608	-122.036	2420	5000	10	0	0	0
74	3444100400	20150316T000000	349000	3	1.75	1790	50529	1	0	5	7	1090	98042	47.3511	-122.073	1940	50529	50	1	0	0
75	3276920270	20141105T000000	832500	4	4	3430	35102	2	0	4	10	2390	98075	47.5822	-121.987	3240	35020	29	1	0	0
76	4036801170	20141013T000000	380000	4	1.75	1760	7300	1	0	3	7	880	98008	47.6034	-122.125	1680	7500	59	1	0	0
77	2391600320	20150420T000000	480000	3	1	1040	5060	1	0	3	7	1040	98116	47.5636	-122.394	890	5060	74	0	0	0
78	6300000287	20140609T000000	410000	3	1	1410	5060	1	0	4	7	910	98133	47.7073	-122.34	1130	5693	59	1	0	0
79	1531000030	20150323T000000	720000	4	2.5	3450	39683	2	0	3	10	3450	98010	47.342	-122.025	3350	39750	13	0	0	0
80	5104520400	20141202T000000	390000	3	2.5	2350	5100	2	0	3	8	2350	98038	47.3512	-122.008	2350	5363	12	0	0	0
81	7437100340	20141222T000000	360000	4	2.5	1900	5889	2	0	3	7	1900	98038	47.349	-122.031	1870	6405	23	0	0	0
82	9418400240	20141028T000000	355000	2	1	2020	6720	1	0	3	7	1010	98118	47.5474	-122.291	1720	6720	67	1	0	0
83	1523059105	20150128T000000	356000	3	1.5	1680	8712	1	0	3	8	1680	98059	47.4811	-122.149	1850	8797	51	0	0	0
84	1133000671	20140602T000000	315000	3	1	960	6634	1	0	3	6	960	98125	47.7264	-122.31	1570	7203	63	0	0	0
85	4232902595	20141114T000000	940000	3	1.5	2140	3600	2	0	3	9	1900	98119	47.6337	-122.365	2020	4800	90	1	0	0
86	2599001200	20141103T000000	305000	5	2.25	2660	8400	1.5	0	5	7	2660	98092	47.2909	-122.189	1590	8165	54	0	0	0
87	3342103156	20140618T000000	461000	3	3.25	2770	6278	2	0	3	9	1980	98056	47.5228	-122.199	1900	7349	9	1	0	0
88	1332700270	20140519T000000	215000	2	2.25	1610	2040	2	0	4	7	1610	98056	47.518	-122.194	1950	2025	36	0	0	0
89	3869900162	20140904T000000	335000	2	1.75	1030	1066	2	0	3	7	765	98136	47.5394	-122.387	1030	1106	9	1	0	0
90	2791500270	20140522T000000	243500	4	2.5	1980	7403	2	0	3	7	1980	98023	47.2897	-122.372	1980	7510	27	0	0	0
91	5036300431	20150311T000000	1099880	5	2.75	3520	6353	2	0	4	10	3520	98199	47.6506	-122.391	2520	6250	14	0	0	0
92	4168000060	20150226T000000	153000	3	1	1200	10500	1	0	3	7	1200	98023	47.322	-122.351	1350	10500	53	0	0	0
93	6021501535	20140725T000000	430000	3	1.5	1580	5000	1	0	3	8	1290	98117	47.687	-122.386	1570	4500	76	1	0	0
94	6021501535	20141223T000000	700000	3	1.5	1580	5000	1	0	3	8	1290	98117	47.687	-122.386	1570	4500	76	1	0	0
95	1483300570	20140908T000000	905000	4	2.5	3300	10250	1	0	3	7	2390	98040	47.5873	-122.249	1950	6045	69	1	1	0
96	3422049190	20150330T000000	247500	3	1.75	1960	15681	1	0	3	7	1960	98032	47.3576	-122.277	1750	15616	48	0	0	0
97	1099611230	20140912T000000	199000	4	1.5	1160	6400	1	0	4	7	1160	98023	47.3036	-122.378	1160	6400	40	0	0	0
98	722079104	20140711T000000	314000	3	1.75	1810	41800	1	0	5	7	1210	98038	47.4109	-121.958	1650	135036	35	1	0	0
99	7338200240	20140516T000000	437500	3	2.5	2320	36847	2	2	3	9	2320	98045	47.4838	-121.714	2550	35065	23	0	0	0
100	1952200240	20140611T000000	850830	3	2.5	2070	13241	1.5	0	5	9	1270	98102	47.6415	-122.315	2200	4500	105	1	0	0
101	5200100125	20141027T000000	555000	3	2	1980	3478	1.5	0	4	7	1440	98117	47.6775	-122.372	1610	3478	86	1	0	0
102	7214720075	20141212T000000	699950	3	2.25	2190	107593	2	0	4	8	2190	98077	47.7731	-122.08	2570	47777	32	0	0	0
103	2450000295	20141007T000000	1088000	3	2.5	2920	8113	2	0	3	8	2920	98004	47.5814	-122.196	2370	8113	65	0	1	0
104	6197800045	20140924T000000	290000	3	1	1210	33919	1	0	3	7	1210	98058	47.4375	-122.184	1640	14910	61	0	0	0
105	1328310370	20150402T000000	375000	3	2.5	2340	10005	1	0	4	8	1460	98058	47.4431	-122.133	2250	8162	37	1	0	0
106	546000875	20140523T000000	460000	3	1	1670	4005	1.5	0	4	7	1170	98117	47.6878	-122.38	1240	4005	76	1	0	0
107	3530510041	20140723T000000	188500	2	1.75	1240	2493	1	0	4	8	1240	98198	47.3813	-122.322	1270	4966	30	0	0	0
108	1853000400	20150305T000000	680000	4	2.5	3140	28037	2	0	4	10	3140	98077	47.7304	-122.082	2990	35001	24	0	0	0
109	3134100116	20140827T000000	470000	5	1.75	2030	12342	2	0	4	7	2030	98052	47.6417	-122.109	2500	9433	73	0	0	0
110	9545230140	20140725T000000	597750	4	2.5	2310	9624	2	0	3	8	2310	98027	47.5386	-122.053	1940	9636	31	0	0	0
111	3362400511	20150304T000000	570000	3	1.75	1260	3328	1	0	5	6	700	98103	47.6823	-122.349	1380	3536	110	1	0	0
112	2525310310	20140916T000000	272500	3	1.75	1540	12600	1	0	4	7	1160	98038	47.3624	-122.031	1540	11656	35	1	0	0
113	6126500060	20141124T000000	329950	3	1.75	2080	5969	1	2	3	7	1080	98108	47.5474	-122.295	2090	5500	44	1	0	0
114	8961960160	20141028T000000	480000	4	2.5	3230	16171	2	3	3	9	2520	98001	47.3183	-122.253	2640	8517	14	1	0	0
115	3626039325	20141121T000000	740500	3	3.5	4380	6350	2	0	3	8	2780	98117	47.6981	-122.368	1830	6350	115	1	1	0
116	3362400431	20140626T000000	518500	3	3.5	1590	1102	3	0	3	8	1590	98103	47.6824	-122.347	1620	3166	5	0	0	0
117	4060000240	20140623T000000	205425	2	1	880	6780	1	0	4	6	880	98178	47.5009	-122.248	1190	6780	70	0	0	0
118	3454800060	20150108T000000	171800	4	2	1570	9600	1	0	3	6	1570	98168	47.4965	-122.303	1880	9000	65	0	0	0
119	1695900060	20150511T000000	535000	4	1	1610	2982	1.5	0	4	7	1610	98144	47.587	-122.294	1610	4040	90	0	0	0
120	7278700070	20150102T000000	660000	3	2.5	2400	6474	1	2	3	8	1560	98177	47.7728	-122.386	2340	10856	51	1	0	0
121	6675500070	20141119T000000	391500	3	2	1450	9132	1	0	3	7	1450	98034	47.7288	-122.226	1580	9104	28	0	0	0
122	3626039187	20150406T000000	395000	2	1	770	6000	1	0	3	6	770	98117	47.6999	-122.364	1710	6000	62	0	0	0
123	3524049083	20141104T000000	445000	4	1.75	2100	4400	1.5	0	5	7	1720	98118	47.5299	-122.266	1850	4400	91	1	0	0
124	3275860240	20140618T000000	770000	3	2.25	2910	10204	2	0	3	9	2910	98052	47.6897	-122.098	2700	13992	25	0	0	0
125	4389200955	20150302T000000	1450000	4	2.75	2750	17789	1.5	0	3	8	1980	98004	47.6141	-122.212	3060	11275	101	1	1	0
126	4058801670	20140717T000000	445000	3	2.25	2100	8201	1	2	3	8	1620	98178	47.5091	-122.244	2660	8712	48	1	0	0
127	8732020310	20140717T000000	260000	4	2.25	2160	8811	1	0	3	8	1360	98023	47.3129	-122.39	2090	8400	37	1	0	0
128	2331300505	20140613T000000	822500	5	3.5	2320	4960	2	0	5	7	1720	98103	47.6763	-122.352	1700	4960	89	1	0	0
129	7853210060	20150406T000000	430000	4	2.5	2070	4310	2	0	3	7	2070	98065	47.5319	-121.85	1970	3748	11	0	0	0
130	3668000070	20150105T000000	212000	3	1.75	1060	7875	1	0	4	7	1060	98092	47.2761	-122.152	1420	7680	29	0	0	0
131	9545240070	20150428T000000	660500	4	2.25	2010	9603	1	0	3	8	1440	98027	47.5343	-122.054	2060	9793	29	1	0	0
132	1243100136	20140612T000000	784000	3	3.5	3950	111078	1.5	0	3	9	2460	98052	47.697	-122.072	2480	88500	26	1	0	0
133	8929000270	20140512T000000	453246	3	2.5	2010	2287	2	0	3	8	1390	98029	47.5517	-121.998	1690	1662	1	1	0	0
134	2767602356	20150126T000000	675000	4	3.5	2140	2278	3	0	3	9	2140	98107	47.6734	-122.38	1540	2285	10	0	0	0
135	921049315	20140813T000000	199000	3	1.75	1320	17390	1	0	4	7	1320	98003	47.3257	-122.296	1550	19265	59	0	0	0
136	3655000070	20140805T000000	220000	4	1.75	2020	7840	1	0	3	7	1010	98003	47.3309	-122.299	1750	8140	47	1	0	0
137	4027700812	20140529T000000	452000	4	2.25	2590	10002	1	0	4	8	1340	98028	47.7689	-122.266	1550	10436	47	1	0	0
138	3992700335	20140707T000000	382500	2	1	1190	4440	1	0	3	6	1190	98125	47.7135	-122.287	1060	5715	34	0	0	0
139	2767603505	20140507T000000	519950	3	2.25	1170	1249	3	0	3	8	1170	98107	47.6722	-122.381	1350	1310	1	0	0	0
140	4232901525	20140627T000000	665000	2	1	1110	3200	1	0	3	7	1110	98119	47.6338	-122.358	1170	3600	90	0	0	0
141	1777500060	20140708T000000	527700	5	2.5	2820	9375	1	0	4	8	1550	98006	47.5707	-122.128	2820	9375	47	1	0	0
142	1432900240	20150508T000000	205000	3	1	1610	8579	1	0	4	7	1010	98058	47.4563	-122.171	1610	8579	53	1	0	0
143	6140100875	20150415T000000	420000	3	1	1060	8097	1	0	4	7	940	98133	47.7144	-122.351	1560	7940	92	1	0	0
144	6071600370	20150227T000000	500000	4	2.25	2030	8517	1	0	4	8	1380	98006	47.5495	-122.174	2230	8824	54	1	0	0
145	1526069017	20141203T000000	921500	4	2.5	3670	315374	2	0	4	9	3670	98077	47.7421	-122.026	2840	87991	21	0	0	0
146	809001525	20140625T000000	890000	4	1	2550	4000	2	0	3	8	2370	98109	47.6354	-122.353	2200	4000	110	1	0	0
147	3224079105	20140806T000000	430000	2	2.5	2420	60984	2	0	3	7	2420	98027	47.5262	-121.943	1940	193842	8	0	0	0
148	8075400570	20141030T000000	258000	5	2	2260	12500	1	0	4	8	1130	98032	47.3887	-122.286	1360	18000	55	1	0	0
149	1994200024	20141104T000000	511000	3	1	1430	3455	1	0	3	7	980	98103	47.6873	-122.336	1450	4599	68	1	0	0
150	3362900810	20140820T000000	532170	3	2	1360	3090	2	0	3	8	1360	98103	47.6838	-122.353	1500	3090	25	0	0	0
151	1324300398	20150409T000000	560000	3	1	1110	5000	1.5	0	3	7	1110	98107	47.655	-122.359	1420	5000	68	0	0	0
152	537000445	20150331T000000	282950	3	1	1250	8200	1	0	4	7	1250	98003	47.3255	-122.304	1680	8633	61	0	0	0
153	7855801670	20150401T000000	2250000	4	3.25	5180	19850	2	3	3	12	3540	98006	47.562	-122.162	3160	9750	9	1	0	0
154	7920100045	20140516T000000	350000	1	1	700	5100	1	0	3	7	700	98115	47.679	-122.3	1010	5100	73	0	0	0
155	8960000030	20140728T000000	215000	3	1	1180	7669	1	0	4	7	1180	98058	47.4479	-122.176	1190	7669	48	0	0	0
156	6388930390	20141120T000000	650000	5	3.5	3960	25245	2	0	3	9	2500	98056	47.525	-122.172	2640	13675	19	1	0	0
157	8731900200	20140807T000000	320000	4	2.75	2640	7500	1	0	3	8	1620	98023	47.3135	-122.369	1980	7875	48	1	0	0
158	8029200135	20141113T000000	247000	3	2	1270	7198	1.5	0	3	7	1270	98022	47.2086	-121.996	1160	7198	99	0	1	0
159	1081200350	20141003T000000	320000	4	1.75	1760	11180	1	0	4	8	1760	98059	47.4715	-122.118	1730	11180	47	0	0	0
160	84000105	20140507T000000	255000	5	2.25	2060	8632	1	0	3	7	1030	98146	47.4877	-122.335	1010	11680	53	1	0	0
161	3756500060	20150309T000000	438000	3	1.75	1780	9660	1	0	3	7	1780	98034	47.7171	-122.193	1200	9660	53	0	0	0
162	7215720160	20150304T000000	900000	3	2.5	3400	16603	2	0	3	10	3400	98075	47.6012	-122.023	3400	12601	15	0	0	0
163	3574800520	20140620T000000	441000	3	2.75	1910	7280	1	0	3	7	1160	98034	47.7319	-122.224	1710	8152	36	1	0	0
164	2617300160	20140812T000000	420000	3	2	2020	38332	1	0	4	7	1010	98027	47.4582	-122.023	2110	36590	40	1	0	0
165	2558660270	20141208T000000	370000	3	1.75	1580	7000	1	0	3	7	1180	98034	47.7209	-122.168	1640	7500	39	1	0	0
166	2009000370	20150219T000000	269950	2	1.75	1340	7250	1	0	5	5	700	98198	47.408	-122.327	1830	9750	66	1	0	0
167	1836980160	20150324T000000	807100	4	2.5	2680	4499	2	0	3	9	2680	98006	47.565	-122.125	2920	4500	16	0	0	0
168	3261020370	20140605T000000	653000	3	2.5	2680	9750	1	0	4	8	1610	98034	47.7028	-122.231	2480	8750	36	1	0	0
169	1755700060	20140611T000000	371500	3	2	1370	8336	1	0	5	7	1370	98133	47.7458	-122.331	1770	7288	51	0	0	0
170	4330600435	20150316T000000	284000	3	1.75	1560	21000	1	0	3	7	1560	98166	47.4776	-122.337	1070	7920	61	0	0	0
171	9542800700	20150102T000000	272000	3	1.75	2160	7140	1	0	4	7	1670	98023	47.3026	-122.374	1930	7350	37	1	0	0
172	1999700045	20140502T000000	313000	3	1.5	1340	7912	1.5	0	3	7	1340	98133	47.7658	-122.339	1480	7940	60	0	0	0
173	1762600070	20150116T000000	917500	4	2.5	3880	35003	2	0	3	10	2570	98033	47.6477	-122.182	3740	35230	31	1	0	0
174	1687900520	20140929T000000	673000	4	2.25	2590	8190	2	0	4	8	2590	98006	47.5619	-122.125	2260	8335	35	0	0	0
175	7234600798	20150210T000000	425000	3	2.5	1120	1100	2	0	3	8	820	98122	47.6106	-122.31	1590	1795	7	1	0	0
176	3881900445	20140709T000000	399950	5	2.75	1970	5400	1	0	3	7	1320	98144	47.5868	-122.308	1280	2150	29	1	0	0
177	2254502445	20140530T000000	385000	3	1	1220	4800	1	0	3	6	1220	98122	47.6101	-122.307	1200	4800	114	0	0	0
178	5437810320	20141117T000000	269950	3	1.5	1950	7560	1	2	4	7	1320	98022	47.1976	-121.999	1950	8941	40	1	0	0
179	9158100075	20150107T000000	330000	2	1	1350	8220	1	0	3	7	1060	98177	47.7224	-122.358	1540	8280	66	1	0	0
180	3830630310	20140725T000000	260000	3	2.5	1670	5797	2	0	3	7	1670	98030	47.3505	-122.179	1670	6183	27	0	0	0
181	8123100045	20150414T000000	470000	4	3	2380	5125	1.5	0	4	7	1680	98126	47.5384	-122.376	1410	5375	90	1	0	0
182	3127200041	20140613T000000	589000	4	3	2440	9600	2	0	5	7	2440	98034	47.7044	-122.2	2290	9600	54	0	0	0
183	6661200320	20140723T000000	163500	2	1.5	1050	3419	2	0	3	7	1050	98038	47.3848	-122.039	1050	3417	19	0	0	0
184	11510310	20140905T000000	835000	4	2.75	3130	13412	2	0	3	9	2140	98052	47.6993	-122.102	2260	9984	22	1	0	0
185	825059270	20141121T000000	1095000	5	3	4090	12850	1	2	4	10	2090	98033	47.6627	-122.188	2540	10270	29	1	0	0
186	8731951370	20150415T000000	269000	4	1.75	1490	10000	1	0	4	8	1100	98023	47.3099	-122.379	2190	8910	46	1	0	0
187	1954440060	20140505T000000	560000	3	2.5	1900	8744	2	0	3	8	1900	98074	47.62	-122.043	2030	8744	28	0	0	0
188	2264500350	20150418T000000	615000	4	1	1330	2400	1.5	0	4	6	1330	98103	47.65	-122.34	1330	4400	114	0	0	0
189	1115810060	20141205T000000	585188	3	2.25	2230	10026	1	0	3	8	1430	98052	47.6647	-122.153	2230	9340	40	1	0	0
190	9477200200	20140818T000000	305000	3	1.75	1650	9480	1	0	3	7	1220	98034	47.726	-122.191	1540	8400	38	1	0	0
191	1432600560	20141105T000000	166950	3	1	1190	8820	1	0	3	6	1190	98058	47.4616	-122.184	1230	7980	56	0	0	0
192	2287000060	20140912T000000	799000	3	2.5	2140	9897	1	0	4	8	2140	98040	47.5505	-122.219	2680	10083	56	0	0	0
193	3663500060	20140625T000000	400000	3	2.5	2180	7508	1	0	4	7	1420	98133	47.7606	-122.336	1900	7818	53	1	0	0
194	3996900125	20141201T000000	230000	3	1	1060	10228	1	0	3	7	1060	98155	47.7481	-122.3	1570	10228	67	0	0	0
195	7796450200	20140515T000000	256883	3	2.5	1690	5025	2	0	3	8	1690	98023	47.2779	-122.347	2550	5001	12	0	0	0
196	7549802535	20141111T000000	423000	4	2	1970	6480	1.5	0	5	7	1130	98108	47.5511	-122.312	1500	6480	95	1	0	0
197	3278600320	20140723T000000	465000	3	2.5	2150	4084	2	0	3	8	2150	98126	47.5488	-122.372	1750	2385	8	0	0	0
198	2824079053	20150113T000000	440000	3	2.5	1910	66211	2	0	3	7	1910	98024	47.5385	-121.911	2330	67268	18	0	0	0
199	1222069094	20141014T000000	385000	3	1.75	1350	155073	1	0	4	7	1350	98038	47.4058	-121.994	1560	50965	46	0	0	0
200	3542300060	20150311T000000	210000	3	1	860	11725	1	0	4	6	860	98056	47.5093	-122.184	1300	9514	72	0	0	0
201	2222059065	20141112T000000	297000	3	2.5	1940	14952	2	0	3	8	1940	98042	47.3777	-122.165	2030	10450	21	0	0	0
202	7551300060	20140716T000000	470000	3	1	1010	5000	1	0	3	7	1010	98107	47.675	-122.394	1680	5000	63	0	0	0
203	100600550	20140804T000000	226500	3	1.5	1300	7370	1	0	4	7	900	98023	47.3025	-122.37	1430	7500	39	1	0	0
204	3211100860	20150303T000000	274250	3	1	910	8450	1	0	4	6	910	98059	47.4787	-122.158	1400	8040	53	0	0	0
205	3456000310	20140804T000000	840000	4	1.75	2480	11010	1	0	4	9	1630	98040	47.5378	-122.219	2770	10744	49	1	0	0
206	9526600140	20140919T000000	677900	3	2.5	2440	4587	2	0	3	8	2440	98052	47.7073	-122.114	2750	4587	5	0	0	0
207	7465900060	20150205T000000	425000	3	1	1010	5864	1	0	3	7	1010	98116	47.5733	-122.381	1290	5000	100	0	0	0
